Data Source	World Development Indicators																																																												
																																																													
Last Updated Date	3/23/17																																																												
																																																													
Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	avg	2015	2016
Caribbean small states	CSS	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																						11.30700016	8.039950371	9.709819794	13.61189032	15.20739985	15.88118505	13.34909487	11.73301983	14.26937008		17.17304993	19.11938095	17.55283928	16.10293961	18.58193016	18.80925941	20.57386017	21.79748917	17.57131386		
Cuba	CUB	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																																								#DIV/0!		
Curacao	CUW	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																																								#DIV/0!		
Cayman Islands	CYM	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																																								#DIV/0!		
Cyprus	CYP	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																								13.90828037	14.27602005	14.3321104	14.91421032	16.51523018	15.77700043	15.74567986	16.09477997	16.60186005	17.48246002	17.12681961	15.68233967	15.53670979				16.25595617		
Czech Republic	CZE	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							8.636710167	8.998749733	9.073530197	8.839079857	8.988129616	8.554800034	9.539509773	9.323129654	10.3533802	9.699130058	9.344639778	9.583930016	9.480429649	10.09533978	9.740719795			9.684467634		
Germany	DEU	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							9.376839638								9.625309944	10.18212032	10.16082954	10.31754017	10.44703007	10.82094955	11.21710014			10.39583996		
Djibouti	DJI	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																								22.89607048	29.38595009	26.28001976	25.48930931	24.2714901	24.70113945	22.71504974	22.14541054	22.26884079			12.32839966					20.83176804		
Dominica	DMA	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							17.11160088	11.41961956																#DIV/0!		
Denmark	DNK	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							14.63436985	14.54370975	15.34414959	15.54854012	15.43387985	15.14175034	15.48686028	15.77933979	15.51264	15.35669994	14.83026028	14.94417	15.10334015	15.03621006				15.25619006		
Dominican Republic	DOM	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																									12.98847961	12.50728989	12.07971954	9.701809883				12.57787991								12.57787991		
Algeria	DZA	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																																	11.42940998							11.42940998		
East Asia & Pacific (excluding high income)	EAP	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																									15.64076519	12.75495005	16.20455933		14.17029953			14.94431019	14.03864002		15.4668746					14.65503109		
Early-demographic dividend	EAR	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																									17.49648094	16.63912964	16.32392502	16.34300995	15.61348534		18.41429996	17.14905548	17.81619072		17.37575912					17.27375813		
East Asia & Pacific	EAS	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																										16.01275015	16.22286987		16.24385071			15.53448534	14.24031496	17.13934994	16.22263908	17.3705492	18.36995029	18.22717476		16.66853929		
Europe & Central Asia (excluding high income)	ECA	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																									11.59720993	12.36196041	11.3968401	11.52328968	12.78174973	12.91493988	12.89538956	11.94462967	12.80049992	12.84882498		12.59333992	13.18072033			12.74501175		
Europe & Central Asia	ECS	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							11.69891024	11.81803465	12.02513981	12.23327494	12.15447998	11.8298502	12.73003006	12.22029972	12.66238499	11.97479486	12.58064985	12.02630997	11.66669464	11.91982508	12.24033022			12.22459104		
Ecuador	ECU	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							10.86149025	6.674600124	4.964300156										11.7518301	10.96467018	10.34829044			11.02159691		
"Egypt, Arab Rep."	EGY	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																												14.04386997	13.79283047	14.42144966	10.59622955	10.44791031	10.44252968							11.94018993		
Euro area	EMU	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							10.81140995	11.30226994	11.09892035	12.00380039	12.02215004	11.64595032	11.86671972	11.35029984	11.82707024	11.88609505	11.90168476	11.62244511	11.19154501	11.835495	11.8386302			11.70222055		
Eritrea	ERI	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							6.250919819	5.565539837		5.861609936	5.633379936		5.741849899		5.168069839									5.454959869		
Spain	ESP	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							10.4872303	10.69392014	10.68445015	10.71261024	10.70899963	10.88755035	10.72628975	10.78145027	10.88879013	10.87619972	10.93867016	10.63551998	10.5639801	10.66100979	9.229809761	9.552379608		10.48540993		
Estonia	EST	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																						17.85774994	16.16828918	16.50725937	14.81044006	15.05838013	15.28682995	15.18782997	14.48865986	14.52334976		13.87777042	14.15126991	13.45903015	13.68179989	13.41265011	12.05790997			13.70655501		
Ethiopia	ETH	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																									14.9077301	14.46177006	16.18774986				23.97537994	24.69944954	26.35573006	23.58374977	26.30404091	29.67443085	30.53953934	27.02109909		26.51917744		
European Union	EUU	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							11.04510975	11.32598019	11.1245203	12.00380039	11.55658484	11.69808531	11.71955967	12.07252026	12.11696482	11.62182999	11.90168476	11.40657997	11.1089201	11.10004997	11.31258011			11.59563218		
Fragile and conflict affected situations	FCS	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																																								#DIV/0!		
