Data Source	World Development Indicators																																																												
																																																													
Last Updated Date	3/23/17																																																												
																																																													
Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	avg	2015	2016
Kyrgyz Republic	KGZ	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																						33.18880081		33.18880081		
Cambodia	KHM	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							10.87302017			6.07986021														#DIV/0!		
Kiribati	KIR	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
St. Kitts and Nevis	KNA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
"Korea, Rep."	KOR	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							13.71448994	14.34130955		19.19272041	21.40925026	22.46622086	22.21138954	20.58947945	20.87947083	20.76865959	21.58111	22.22009087			23.01951981	23.7610302		21.87884378		
Kuwait	KWT	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																												18.16831017	15.56492043	15.21399021	13.0367403		14.16294003			22.24834061				16.04538631		
Latin America & Caribbean (excluding high income)	LAC	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																									13.14589024		13.3310647		12.20779991	13.16343975	11.01434994	14.12604475	15.7100997	18.01345444	15.19062996	16.84437943	15.76111984	18.0574007		15.00887184		
Lao PDR	LAO	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																											9.220490456													#DIV/0!		
Lebanon	LBN	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																					3.720900059	5.134039879		4.427469969		
Liberia	LBR	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Libya	LBY	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
St. Lucia	LCA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								24.71673012					17.44544029					17.32246017	20.50774956	21.8739109	22.27486038	23.64856911	26.24703026	21.33143153		
Latin America & Caribbean	LCN	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																									13.14589024		13.3310647		12.20779991	12.41895962	11.01434994	14.05179977	15.04722023	16.59199905	15.21762514	16.45779991		18.0574007		14.5627727		
Least developed countries: UN classification	LDC	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Low income	LIC	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Liechtenstein	LIE	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																												11.03540039	10.93659973		10.69204998	10.1489296	11.92992973		12.49810028	13.43037033				11.60599661		
Sri Lanka	LKA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																			7.479020119	7.545189857	5.96216011	6.255249977		6.810405016		
Lower middle income	LMC	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Low & middle income	LMY	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Lesotho	LSO	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								77.11850739	79.46981049	64.02771759				57.50344086	50.43109131		51.20698929							53.04717382		
Late-demographic dividend	LTE	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																													17.15849972				18.76992035	20.81048965	20.14179516	20.6688242				19.50990582		
Lithuania	LTU	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																												19.64259911	20.67074013	19.32105064	19.49585915	18.9751091	21.28845024	25.74526024	21.47122955	19.2760601	18.54276085			20.53183556		
Luxembourg	LUX	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																												23.68730927	22.61067009	22.82986069	20.46269989	18.71426964	22.54383087		20.2225399	18.10049057				20.78348024		
Latvia	LVA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							23.0468502	22.98529053	22.8715992	24.02078056	24.64377975	22.96224022	22.52643967		17.42882919	21.76815987	26.20152092	30.3654995	27.79044914	25.90866089	24.98283005	25.50589943		24.71980985		
"Macao SAR, China"	MAC	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																									11.22155952												16.6182003	18.98957062		17.80388546		
St. Martin (French part)	MAF	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Morocco	MAR	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							45.68466187	45.80664063		43.40832901	44.67932892	42.55944824	39.9174614	57.70281982	35.71334076	37.20174026	32.67739868	30.48530006	34.04629898	33.61103058	36.12697983			37.49804115		
Monaco	MCO	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							6.981379986	6.917699814	6.693689823				6.174680233					6.242849827	6.122449875	9.948980331				7.122240067		
Moldova	MDA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																38.35192871	31.61281013	39.37078857	39.35366058	38.28969955	37.77349091		38.70706177	37.63706289		
Madagascar	MDG	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																														21.44170952	15.35923004	12.47770023	13.54660034	11.59337997		10.23933029	8.386110306			13.29200867		
Maldives	MDV	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Middle East & North Africa	MEA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Mexico	MEX	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							15.38171959	12.37798023		16.9737606	14.51054001	15.88121986	14.75704002	15.42840958	14.47947025	14.20028973	14.0135498	16.0945797	15.96831036	16.0712204				15.12660873		
Marshall Islands	MHL	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																											27.69190979													#DIV/0!		
Middle income	MIC	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
"Macedonia, FYR"	MKD	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Mali	MLI	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							58.40430832	51.14435959									38.60012817	36.97026825	41.45785904	33.09865189		30.02939987	26.37396049	34.42171129		
Malta	MLT	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							19.97204018				22.23443985		18.52792931			29.36808014	33.07046127		35.23688889	66.43360901	41.56079102			37.36629327		
Myanmar	MMR	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Middle East & North Africa (excluding high income)	MNA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																											19.65674019													#DIV/0!		
Montenegro	MNE	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Mongolia	MNG	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																													10.63969994						15.36835003					13.00402498		
Northern Mariana Islands	MNP	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Mozambique	MOZ	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																															73.90968323						63.21506882	69.23046112		68.78507106		
Mauritania	MRT	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								32.60078812						21.90506935			31.93067932		27.2544899	19.23307991	21.40203094	17.28318977		23.16808987		
Mauritius	MUS	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																										14.18997002	12.76194954	18.18026924	17.81332016	17.51063919	16.76460075		14.94546986	14.63311958	18.9489193	16.4038105	18.50606918	19.5111599	29.12133026	18.41584387		
Malawi	MWI	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								9.564720154	25.15492058	21.90703011									21.72587967	32.64508057		34.6221199	29.84653091	29.70990276		
Malaysia	MYS	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																									21.88311005	26.61903954	27.22509003	25.27898979	20.38098907		13.84088993	13.77906036	11.98064041	21.29225922	18.00147057	19.14683914		22.28083038		17.58787239		
North America	NAC	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							21.53424072	21.44868088	21.85680008	22.98877907	23.42851067	24.50678062	23.34803963	21.91284943	23.22382927	23.2816906	23.94148064	24.47053909	24.34056091	21.13095951	22.81435966			23.16270097		
Namibia	NAM	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								32.40816116	30.44116974	28.7602005	23.57831001	22.37327957			18.94849968		15.95176983							17.45013475		
New Caledonia	NCL	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Niger	NER	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																															46.34667969	52.23569107	50.16477966	57.85752869	42.20558929	50.55424118	46.79713058	51.48777008	73.24321747	52.32140308		
Nigeria	NGA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Nicaragua	NIC	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																														2.943259954	3.462409973				7.333360195					4.579676708		
Netherlands	NLD	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							20.21206093	20.71417046	21.25114059	21.61232948	22.09827995	22.45085907	23.38672066	23.52378082	23.23353004	22.68844032	23.2225399	25.24016953	25.46043968	24.12105942	23.98744965	24.39756012		23.92616901		
Norway	NOR	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							29.75333977				29.99077988	31.71204948	29.40802956	28.10482025	25.36861038	25.64489937	24.6459198	28.32213974	26.79939079	25.78554916				26.75991988		
Nepal	NPL	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								12.88296032	11.29722023	13.38391972	10.39181995	9.247229576					10.39589977	12.12123013					14.63936996	12.38549995		
Nauru	NRU	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
New Zealand	NZL	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								23.31047058	21.95430946	22.27054977	20.10346985	20.43005943	21.71257019	20.74902916	19.82139015	18.91496086	17.55628967	18.46717072	22.91032028	22.83736038	24.70277023		22.2969799	20.99688416		
OECD members	OED	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							20.87315083	22.75872517	21.95430946	23.07126999	23.42851067	23.18285942	23.28051949	22.79646015	23.10125446	22.92662048	24.6459198	26.13390446	26.05537987	25.59396935	24.34510994			24.31990422		
Oman	OMN	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							21.36775017	20.55275917		18.88146973	16.26416016			12.22926998				14.44213009		17.36915016		21.47816086		16.37967777		
Other small states	OSS	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																										28.7602005				37.30458069	32.53656006		28.77094078							32.87069384		
Pakistan	PAK	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																						10.2989502	13.21745968	11.75820494		
Panama	PAN	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								19.59174919	22.09476089	14.51159954	16.23461914		12.62683964			14.54351044				9.514300346				12.22821681		
Peru	PER	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							11.24258041	10.45470047	10.14922047	9.57861042	9.065070152	10.16777992	10.48532009	10.10990047	10.45656967	10.20308971	10.39577961	11.42638969	10.69974995	9.382349968	10.75372028	10.47091007	13.04695034	10.6755209		
Philippines	PHL	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																									10.30916977	9.080400467	8.917790413	9.826720238	8.835300446	8.886039734		8.787449837	9.132459641							8.910312414		
Palau	PLW	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Papua New Guinea	PNG	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Poland	POL	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							10.88024998				19.81827927	19.68688965	21.50472069	22.13188934	22.97867966	21.79343987	22.85593987	23.92296982	24.09416008	23.31831932	23.82302094			22.9359044		
Pre-demographic dividend	PRE	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Puerto Rico	PRI	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																						20.07777023		20.07777023		
"Korea, Dem. People’s Rep."	PRK	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Portugal	PRT	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								26.3985405	27.4539299	28.86026001	28.96928978	29.52109909	32.70983124	32.4188385	31.53998947	30.14912987	30.2115097	37.17950058	34.8871994	32.56221008				32.70727611		
Paraguay	PRY	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																									15.78514004	13.32079029	11.64270973	12.34990978	11.10719967			14.05179977			15.07164955	16.84437943	16.55328941			14.72566357		
West Bank and Gaza	PSE	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Pacific island small states	PSS	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Post-demographic dividend	PST	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							21.53424072	23.78314972	23.22703934	23.20802498	23.9113102	24.34732533	24.20980549	23.52378082	23.46747971	23.2816906	24.29370022	25.74526024	25.75790977	25.59396935	23.98744965			24.42900509		
French Polynesia	PYF	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Qatar	QAT	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																		10.49520016						10.49520016		
Romania	ROU	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																												13.35585022	14.4484396	15.61306953		15.9239502		16.26279068	13.74180984	11.72154999	12.36981964	13.42564964		14.18838489		
Russian Federation	RUS	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Rwanda	RWA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																									42.28065109							30.20076942	31.98987007		35.77378082	37.53530884	34.22177887	38.98482895		34.7843895		
South Asia	SAS	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								12.88296032	11.29722023			11.59704018						12.12123013	12.90402031	12.17035007				12.3985335		
Saudi Arabia	SAU	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																18.23048973								18.23048973		
Sudan	SDN	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Senegal	SEN	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							35.19744873							31.96998024	31.24444962		25.52228928		28.96850967					29.4263072		
Singapore	SGP	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																	14.06672001	15.7498703	16.68477058					15.50045363		
Solomon Islands	SLB	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Sierra Leone	SLE	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																				11.92599964	10.59547043	7.939680099		10.15371672		
El Salvador	SLV	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							7.785610199		7.301730156		9.430640221	8.758170128		9.017450333	7.826079845	9.200110435	9.184209824	12.36625004	10.97885036					9.762158473		
San Marino	SMR	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																			12.96640015	12.01498032				12.49069023		
Somalia	SOM	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Serbia	SRB	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																13.12567997	13.4932003	13.58940983	13.16497993	13.05733967				13.28612194		
Sub-Saharan Africa (excluding high income)	SSA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
South Sudan	SSD	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Sub-Saharan Africa	SSF	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Small states	SST	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																														32.70318985			27.76594067							30.23456526		
Sao Tome and Principe	STP	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																					16.26479912	17.96426964	8.425100327	14.21805636		
Suriname	SUR	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Slovak Republic	SVK	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								18.1405201	15.85101032	16.37859917	18.26465988	17.10819054	16.50568008	14.97698975	14.51078033	14.3732996	14.69425964	17.94714928	19.00024033	18.0297699	18.3721199	19.71314049		16.81234293		
Slovenia	SVN	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																										25.10709953	24.05204964	24.32286072							30.54207993	30.79891968				30.6704998		
Sweden	SWE	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							27.04631042	24.9077301	24.4558506	24.17359924	24.3689003	24.37178993	31.6455307	30.77462959	29.93902969	29.04545021	29.19599915	31.19894028	30.2218399	31.08369064	31.08580017	24.64254951		29.88334599		
Swaziland	SWZ	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								23.16278076	26.11599922	32.52202988	27.52743912	48.29500961	31.36730957	41.90597153	39.55308151		34.52822113		34.98942184	42.68455124				37.50475947		
Sint Maarten (Dutch part)	SXM	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Seychelles	SYC	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							24.0264492				14.50347042	15.80978966								6.747849941				6.747849941		
Syrian Arab Republic	SYR	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							18.47640991	21.51128006	23.28750992		24.24259949					13.30980968		14.61462021			15.40882015			14.44441668		
Turks and Caicos Islands	TCA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Chad	TCD	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							29.36047935						25.02002907	24.68428993				17.87947083	15.01387024	21.25709915				20.77095184		
East Asia & Pacific (IDA & IBRD countries)	TEA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Europe & Central Asia (IDA & IBRD countries)	TEC	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Togo	TGO	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								28.28923988	24.90493011							17.72105026				15.64424038				16.68264532		
Thailand	THA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							18.71944046			15.40452957			14.86857033				7.031139851	8.409339905	13.93416977	14.10548019	18.23097992	17.82242012		13.4860143		
Tajikistan	TJK	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Turkmenistan	TKM	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Latin America & the Caribbean (IDA & IBRD countries)	TLA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																									11.64755535		12.6679697		11.78876019	11.26443005	10.85115004	13.34186506	14.92262506	16.52435493	15.19062996	16.45779991	16.55328941	17.96804047		14.48629451		
Timor-Leste	TLS	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																				7.227479935	13.25094032	19.05965042	23.32769012	15.7164402		
Middle East & North Africa (IDA & IBRD countries)	TMN	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																											19.65674019													#DIV/0!		
Tonga	TON	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																											7.628029823	8.771690369	7.434299946											7.434299946		
South Asia (IDA & IBRD)	TSA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								12.88296032	11.29722023			11.59704018						12.12123013	12.90402031	12.17035007				12.3985335		
Sub-Saharan Africa (IDA & IBRD countries)	TSS	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Trinidad and Tobago	TTO	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Tunisia	TUN	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								24.5927906	24.16291046	23.45842934	21.41147995	23.5007	21.03045082	21.70743942			24.35577011							22.36455345		
Turkey	TUR	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Tuvalu	TUV	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Tanzania	TZA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																			12.31149006					12.31149006		
Uganda	UGA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																													31.36300087					20.85371971	13.82435036	17.56343079	18.95152092			20.51120453		
Ukraine	UKR	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																				27.50638008	30.28499985	30.44893074		29.41343689		
Upper middle income	UMC	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Uruguay	URY	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								10.45827961	10.00471973	9.584899902	8.009570122	6.499129772	8.456310272	9.919099808	10.68795013									9.687786738		
United States	USA	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																							21.53424072	21.44868088	21.85680008	22.98877907	23.42851067	24.50678062	23.34803963	21.91284943	23.22382927	23.2816906	23.94148064	24.47053909	24.34056091	23.93977928	22.81435966			23.47479206		
Uzbekistan	UZB	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
St. Vincent and the Grenadines	VCT	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																									22.47361946					22.40475082		18.37598038		21.82123947	17.64520073	18.83713913		21.75196075	21.97200012	20.40118163		
"Venezuela, RB"	VEN	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																															8.362409592	8.084300041		16.59199905						11.0129029		
British Virgin Islands	VGB	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																19.10123062		21.26709938	20.47146034					20.27993011		
Virgin Islands (U.S.)	VIR	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Vietnam	VNM	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
Vanuatu	VUT	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								71.70467377	61.34954071	88.94048309														#DIV/0!		
World	WLD	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																				21.25709915				21.25709915		
Samoa	WSM	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								8.912960052	8.4542799	9.190750122														#DIV/0!		
Kosovo	XKX	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																								#DIV/0!		
"Yemen, Rep."	YEM	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																				12.61252975				12.61252975		
South Africa	ZAF	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																								19.5368309	17.26692963	17.0553093	16.7350502	17.95417023	18.73439026	16.77891922	16.03455925	16.78564072	15.29728031	17.12078094	19.21367073	21.25787926	20.88739967		19.96878052	18.20793009		
Zambia	ZMB	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																										
Zimbabwe	ZWE	"Government expenditure per student, secondary (% of GDP per capita)"	SE.XPD.SECO.PC.ZS																																																										
